Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780108126,500,,Aggregated,27.300000,0.000000,6400,7900,9000,9800,12000,18000,41000,64000,120000,124000,124000,7471,1861,6400,7276.16530677291,1.1652999673970044,123850.64779996173,176.95020746887965
1780108127,500,,Aggregated,25.700000,0.000000,6400,7900,9100,9900,12000,18000,42000,65000,120000,124000,124000,7505,1861,6400,7321.296954630321,1.1652999673970044,123850.64779996173,177.00213191205862
1780108128,500,,Aggregated,25.200000,0.300000,6400,7900,9100,9900,13000,19000,42000,66000,120000,149000,149000,7534,1864,6400,7361.211494704061,1.1652999673970044,149254.20189998113,177.00424741173347
1780108129,500,,Aggregated,26.300000,0.400000,6400,7900,9100,9900,13000,19000,42000,66000,120000,149000,149000,7573,1867,6400,7367.410655486669,1.1652999673970044,149254.20189998113,177.01531757559752
1780108130,500,,Aggregated,27.000000,0.600000,6400,7900,9100,10000,13000,19000,43000,66000,120000,149000,149000,7609,1875,6400,7421.56359427002,1.1652999673970044,149254.20189998113,177.02365619660927
1780108131,500,,Aggregated,27.100000,0.800000,6400,7900,9100,10000,13000,19000,44000,66000,120000,149000,149000,7672,1881,6400,7421.204234241463,1.1652999673970044,149254.20189998113,177.06856100104275
1780108132,500,,Aggregated,27.900000,1.200000,6400,7900,9100,10000,13000,19000,43000,66000,120000,149000,149000,7732,1889,6400,7405.991991645173,1.1652999673970044,149254.20189998113,177.08147956544232
1780108133,500,,Aggregated,31.600000,2.300000,6400,7900,9100,10000,13000,19000,43000,66000,120000,149000,149000,7765,1890,6400,7401.717832839706,1.1652999673970044,149254.20189998113,177.10225370251126
1780108134,500,,Aggregated,34.500000,2.900000,6400,7900,9100,10000,13000,19000,43000,66000,120000,149000,149000,7804,1890,6400,7407.908990761225,1.1652999673970044,149254.20189998113,177.11993849308047
1780108135,500,,Aggregated,35.100000,3.300000,6400,7900,9100,10000,13000,19000,43000,66000,120000,149000,149000,7855,1890,6400,7419.313005168757,1.1652999673970044,149254.20189998113,177.18612348822407
1780108136,500,,Aggregated,36.100000,3.300000,6400,8000,9200,10000,13000,19000,43000,66000,120000,149000,149000,7891,1890,6400,7435.174193220178,1.1652999673970044,149254.20189998113,177.2461031554936
1780108137,500,,Aggregated,40.200000,3.300000,6400,8000,9200,10000,13000,19000,42000,66000,120000,149000,149000,7905,1891,6400,7440.67476875403,1.1652999673970044,149254.20189998113,177.25148640101202
1780108138,500,,Aggregated,42.100000,3.000000,6400,8000,9200,10000,13000,19000,42000,66000,120000,149000,149000,7917,1891,6400,7443.48960546934,1.1652999673970044,149254.20189998113,177.26424150562082
